year;accptTK;gbfp_SN;dcmlLtt;dcmlLng;Source;datstID;recrdrl;BEKNAAM;POLY_AREA;AREA;Area_km2;category;scientific_name;vernacular_name_en;vernacular_name_nl;gbif_link;ias_link;score;origin;popup
2020;2891770;Impatiens glandulifera Royle;50.66309;4.22033;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307081619>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307081619>GBIF record</a>
2020;3034825;Heracleum mantegazzianum Sommier & Levier;50.65316;4.14085;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307081537>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Heracleum mantegazzianum;Giant hogweed;Reuzenbereklauw;https://www.gbif.org/species/3034825;https://ias.biodiversity.be/species/show/10;A3;Asia;Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307081537>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.67085;4.16006;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307080978>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307080978>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.6455;4.23177;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307080696>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307080696>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.67819;4.68835;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307080659>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307080659>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.69532;4.20493;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307080626>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307080626>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.75149;4.65821;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307080413>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307080413>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.7273;4.54551;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307079684>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307079684>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.69408;4.20066;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307079635>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307079635>GBIF record</a>
2020;3034825;Heracleum mantegazzianum Sommier & Levier;50.75348;4.67856;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307079433>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Heracleum mantegazzianum;Giant hogweed;Reuzenbereklauw;https://www.gbif.org/species/3034825;https://ias.biodiversity.be/species/show/10;A3;Asia;Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307079433>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.72726;4.54552;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307078707>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307078707>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.66678;4.18883;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307078680>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307078680>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.79685;4.65154;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307077558>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307077558>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.73759;4.6506;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307077384>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307077384>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.69121;4.19947;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307076649>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307076649>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.63854;4.51094;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307076638>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307076638>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.59309;4.2003;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307075920>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307075920>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.69765;4.21411;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307075819>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307075819>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.742;4.64979;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307075384>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307075384>GBIF record</a>
2021;3034825;Heracleum mantegazzianum Sommier & Levier;50.6531;4.14082;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307070629>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Heracleum mantegazzianum;Giant hogweed;Reuzenbereklauw;https://www.gbif.org/species/3034825;https://ias.biodiversity.be/species/show/10;A3;Asia;Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307070629>GBIF record</a>
2021;3034825;Heracleum mantegazzianum Sommier & Levier;50.7727;4.73983;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307069904>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Heracleum mantegazzianum;Giant hogweed;Reuzenbereklauw;https://www.gbif.org/species/3034825;https://ias.biodiversity.be/species/show/10;A3;Asia;Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307069904>GBIF record</a>
2021;3034825;Heracleum mantegazzianum Sommier & Levier;50.7089;4.51551;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307069895>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Heracleum mantegazzianum;Giant hogweed;Reuzenbereklauw;https://www.gbif.org/species/3034825;https://ias.biodiversity.be/species/show/10;A3;Asia;Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307069895>GBIF record</a>
2021;3034825;Heracleum mantegazzianum Sommier & Levier;50.70893;4.51547;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307068947>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Heracleum mantegazzianum;Giant hogweed;Reuzenbereklauw;https://www.gbif.org/species/3034825;https://ias.biodiversity.be/species/show/10;A3;Asia;Species: Giant hogweed <em>Heracleum mantegazzianum</em><br>Year: 2021<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307068947>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.64477;4.5624;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307064508>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307064508>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.77426;4.64707;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307063861>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307063861>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.77857;4.64672;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307063610>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307063610>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.54474;4.18527;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307062809>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307062809>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.6599;4.22052;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307062613>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307062613>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.6826;4.64712;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307061643>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307061643>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.61397;4.50718;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307061429>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307061429>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.74012;4.64854;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307061410>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307061410>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.77761;4.63986;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307059636>;Dijle - Dyle;1284040130.36;1284.04013036;1284;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307059636>GBIF record</a>
2020;2891770;Impatiens glandulifera Royle;50.6709;4.16024;Natagora;https://doi.org/10.15468/p58ip1;<a href=https://www.gbif.org/occurrence/3307059388>;Zenne - Senne;1168339049.21;1168.33904921;1168;FG1;Impatiens glandulifera;Himalayan balsam;Reuzenbalsemien;https://www.gbif.org/species/7996854;https://ias.biodiversity.be/species/show/65;A3;Asia;Species: Himalayan balsam <em>Impatiens glandulifera</em><br>Year: 2020<br>Dataset: <a href=https://doi.org/10.15468/p58ip1>https://doi.org/10.15468/p58ip1</a><br>Source: Natagora<br><a href=https://www.gbif.org/occurrence/3307059388>GBIF record</a>
